 против 	 against 	 preposition 
 космонавт ; астронавт 	 astronaut ; spaceman ; cosmonaut 	 profession 
 надувание ; газом ; наполнение воздухом 	 inflation ; rising prices 	 business 
 индюк 	 turkey ; Meleagris gallopavo 	 animal 
 дракон 	 dragon ; firedrake 	 mythology 
 доллар 	 dollar 	 monetary unit 
 Эдисон, Томас Алва 	 Edison ; Thomas Edison ; Thomas Alva Edison 	 person 
 СИ 	 Systeme International d'Unites ; Systeme International ; SI system ; SI ; SI unit ; International System of Units ; International System 	
 кадмий 	 cadmium ; Cd ; atomic number 48 	 chemistry 
 Канарские острова 	 Canary Islands ; Canaries 	
 натрий 	 sodium ; Na ; atomic number 11 	 chemistry 
 Google 	 Google 	 computers 
 болотный газ ; метан 	 methane 	 nature 
 сирена ; гудок 	 owl ; bird of Minerva ; bird of night ; hooter 	 animal 
 браузер 	 browser ; web browser 	 computers 
 выполнение 	 execution ; executing ; capital punishment ; death penalty 	
 Эйфелева башня 	 Eiffel Tower 	
 Копенгаген 	 Copenhagen ; Kobenhavn ; Danish capital 	 city 
 самолёт 	 aircraft 	 transport 
 Канзас 	 Kansas ; Sunflower State ; KS 	
 Милан 	 Milan ; Milano 	
 Мичиган 	 Michigan ; Wolverine State ; Great Lakes State ; MI 	
 скот 	 cattle ; cows ; kine ; oxen ; Bos taurus 	 animal 
 римская цифра 5 	 volt ; V 	 physics 
 Древнегреческая мифология 	 Greek mythology 	
 фамилия 	 surname ; family name ; cognomen ; last name 	 family 
 рабочий инструмент 	 tool 	 construction 
 Рио-де-Жанейро 	 Rio de Janeiro ; Rio 	 city 
 экватор 	 equator 	 astronomy 
 натуральное число 	 natural number 	 mathematics 
 вампир ; упырь 	 vampire ; lamia 	 mythology 
 электронная почта 	 electronic mail ; e-mail ; email 	 computers 
 основной закон ; конституция 	 fundamental law ; organic law ; constitution 	
 душа ; сердце 	 breast ; bosom ; knocker ; boob ; tit ; titty 	 anatomy 
 китай 	 China ; People's Republic of China ; mainland China ; Communist China ; Red China ; PRC ; Cathay 	 country 
 соловей 	 nightingale ; Luscinia megarhynchos 	 animal 
 Семь чудес света 	 Seven Wonders of the Ancient World ; Seven Wonders of the World 	
 Нью-Мексико 	 New Mexico ; Land of Enchantment ; NM 	
 Юта 	 Utah ; Beehive State ; Mormon State ; UT 	 state 
 жестокость ; насилие 	 violence ; force 	 history 
 здоровье 	 health ; wellness 	 medicine 
 мышьяк 	 arsenic ; As ; atomic number 33 	 chemical element 
 наводнение 	 flood ; inundation ; deluge ; alluvion 	 nature 
 мечеть 	 mosque 	 architecture 
 чёрная дыра 	 black hole 	 physics 
 стул 	 chair 	 house 
 Нью-Джерси 	 New Jersey ; Jersey ; Garden State ; NJ 	
 безработица 	 unemployment 	 economics 
 Айдахо 	 Idaho ; Gem State ; ID 	
 Оклахома 	 Oklahoma ; Sooner State ; OK 	
 рак 	 cancer ; malignant neoplastic disease 	 medicine 
 кенгуру 	 kangaroo 	 animal 
 календарь ; летосчисление 	 calendar 	 manufacturing 
 Миннесота 	 Minnesota ; Gopher State ; North Star State ; MN 	
 Хомский, Аврам Ноам 	 Chomsky ; Noam Chomsky ; A. Noam Chomsky 	
 пещера 	 cave 	 world 
 световой год 	 light year ; light-year 	 astronomy 
 Таллин 	 Tallinn ; Tallin ; capital of Estonia 	 capital_city 
 жизнь 	 life 	 nature 
 Гиппократ 	 Hippocrates 	
 Северная Ирландия 	 Northern Ireland 	
 торнадо ; шквал ; смерч 	 tornado ; twister 	 nature 
 Мумбаи 	 Mumbai ; Bombay 	 city 
 Тадж-Махал 	 Taj Mahal 	
 Монтана 	 Montana ; Treasure State ; MT 	
 Сан-Франциско 	 San Francisco 	
 Коннектикут 	 Connecticut ; Nutmeg State ; Constitution State ; CT 	
 учитель ; преподаватель 	 teacher ; instructor 	 profession 
 Ясир Арафат 	 Arafat ; Yasser Arafat 	 person 
 Мэриленд 	 Maryland ; Old Line State ; Free State ; MD 	
 Холодная война 	 Cold War 	
 термодинамика 	 thermodynamics 	 physics 
 Зевс 	 Zeus 	 mythology 
 амазонка 	 Amazon ; Amazon River 	
 тригонометрия 	 trigonometry ; trig 	 mathematics 
 афина 	 Athena ; Athene ; Pallas ; Pallas Athena ; Pallas Athene 	 mythology 
 Гибралтар 	 Gibraltar ; Rock of Gibraltar ; Calpe 	
 число миллион 	 million ; 1000000 ; one thousand thousand ; meg 	 number 
 оптика 	 optics 	 physics 
 Тонга 	 Tonga ; Kingdom of Tonga ; Friendly Islands 	
 созвездие 	 constellation 	 astronomy 
 воробей 	 sparrow ; true sparrow 	 animal 
 Интернет 	 World Wide Web ; WWW ; web 	 computers 
 Нью-Гэмпшир 	 New Hampshire ; Granite State ; NH 	
 Камю, Альбер 	 Camus ; Albert Camus 	 person 
 дневник ; журнал 	 diary ; journal 	 accounting 
 овал 	 ellipse ; oval 	 art 
 газолин ; бензин 	 gasoline ; gasolene ; gas ; petrol 	 chemistry 
 Данте Алигьери 	 Dante ; Dante Alighieri 	 person 
 Оруэлл, Джордж 	 Orwell ; George Orwell ; Eric Blair ; Eric Arthur Blair 	 person 
 Эпоха Возрождения 	 Renaissance ; Renascence 	
 тень 	 shadow 	 art 
 Сократ 	 Socrates 	
 вещество 	 matter 	 material 
 микробиология 	 microbiology 	 biology 
 гусь 	 goose 	 animal 
 Сербия 	 Serbia ; Srbija 	
 компас ; циркуль 	 compass 	 physics 
 выравнивание 	 equation 	 mathematics 
 Джакарта 	 Jakarta ; Djakarta ; capital of Indonesia 	 capital_city 
 Турин 	 Turin ; Torino 	 city 
 огурчик ; корнишон 	 cucumber ; cuke 	 food 
 парламент 	 parliament 	
 урезывание ; снижение ассигнований ; топор 	 ax ; axe 	 object 
 Делавэр 	 Delaware ; Diamond State ; First State ; DE 	
 боб 	 bean ; edible bean 	 food 
 Гутенберг, Иоганн 	 Gutenberg ; Johann Gutenberg ; Johannes Gutenberg 	 person 
 москит 	 mosquito 	 animal 
 Вирджиния 	 Virginia ; Old Dominion ; Old Dominion State ; VA 	
 король 	 king ; male monarch ; Rex 	 society 
 селен 	 selenium ; Se ; atomic number 34 	 chemical element 
 гиена 	 hyena ; hyaena 	 animal 
 семья ; род 	 family ; household ; house ; home ; menage 	 family 
 изотоп 	 isotope 	 physics 
 капитал 	 capital 	 society 
 население 	 population 	 society 
 бром 	 bromine ; Br ; atomic number 35 	 chemical element 
 Аруба 	 Aruba 	
 информатика 	 computer science ; computing 	
 сорт чёрного винограда 	 Hamburg 	 city 
 вечерняя пора ; вечер 	 evening ; eve ; even ; eventide 	 time 
 морская водоросль 	 alga ; algae 	
 Пуэрто-Рико 	 Puerto Rico ; Porto Rico ; Commonwealth of Puerto Rico ; PR 	 country 
 Национальное управление по аэронавтике и исследованию космического пространства 	 National Aeronautics and Space Administration ; NASA 	
 афродита 	 Aphrodite ; Cytherea 	
 Пресли, Элвис 	 Presley ; Elvis Presley ; Elvis Aron Presley 	 person 
 Манила 	 Manila ; capital of the Philippines 	 capital_city 
 Балканский полуостров 	 Balkan Peninsula ; Balkans 	
 манера ; образ 	 fashion 	 fashion 
 канат ; веревка 	 rope 	 transport 
 Самоа 	 Samoa ; Independent State of Samoa ; Western Samoa ; Samoa i Sisifo 	 country 
 денежное обращение 	 currency 	 transport 
 ягнёнок ; барашек 	 lamb 	 meat 
 уран 	 uranium ; U ; atomic number 92 	 chemistry 
 Германская Демократическая Республика 	 East Germany ; German Democratic Republic 	
 Лейпциг 	 Leipzig 	 city 
 радий 	 radium ; Ra ; atomic number 88 	 chemistry 
 Братислава 	 Bratislava ; capital of Slovakia ; Pressburg ; Pozsony 	 capital_city 
 Штутгарт 	 Stuttgart 	 city 
 Эдинбург 	 Edinburgh 	
 Эйлер, Леонард 	 Euler ; Leonhard Euler 	 mathematics 
 есть 	 eat 	 verb 
 Западная Сахара 	 Western Sahara ; Spanish Sahara 	
 Фарерские острова 	 Faroe Islands ; Faeroe Islands ; Faroes ; Faeroes 	
 Шанхай 	 Shanghai 	 city 
 имя прилагательное 	 adjective 	 linguistics 
 Марсель 	 Marseille ; Marseilles 	 city 
 гаага 	 The Hague ; 's Gravenhage ; Den Haag 	
 Бисмарк, Отто фон 	 Bismarck ; von Bismarck ; Otto von Bismarck ; Prince Otto von Bismarck ; Prince Otto Eduard Leopold von Bismarck ; Iron Chancellor 	 person 
 леопард 	 leopard ; Panthera pardus 	 animal 
 Евразия 	 Eurasia 	
 опера 	 opera ; opera house 	 music 
 густота ; плотность 	 density ; denseness 	 physics 
 Вест-Индия 	 Caribbean ; Caribbean Sea 	
 Горбачёв, Михаил Сергеевич 	 Gorbachev ; Mikhail Gorbachev ; Mikhail Sergeyevich Gorbachev 	
 ген 	 gene ; cistron ; factor 	 anatomy 
 ячмень 	 barley ; barleycorn 	 cereal 
 Рейган, Рональд 	 Reagan ; Ronald Reagan ; Ronald Wilson Reagan ; President Reagan 	 person 
 Каспийское море 	 Caspian ; Caspian Sea 	
 Паскаль, Блез 	 Pascal ; Blaise Pascal 	 mathematics 
 возраст 	 age 	 time 
 титан 	 titanium ; Ti ; atomic number 22 	 chemistry 
 Тегеран 	 Teheran ; Tehran ; capital of Iran ; Iranian capital 	 capital_city 
 мрак ; темнота 	 fog ; fogginess ; murk ; murkiness 	 nature 
 ящерица 	 lizard 	 animal 
 Вагнер, Рихард 	 Wagner ; Richard Wagner ; Wilhelm Richard Wagner 	 person 
 Мао Цзэдун 	 Mao ; Mao Zedong ; Mao Tsetung 	 person 
 клык ; бивень 	 ivory ; tusk 	 substance 
 независимое государство ; независимость 	 independence ; independency 	 finance 
 палатка 	 tent ; collapsible shelter 	 travelling 
 безопасность 	 security 	 transport 
 тирания ; деспотизм ; диктатура 	 dictatorship ; absolutism ; authoritarianism ; Caesarism ; despotism ; monocracy ; one-man rule ; shogunate ; Stalinism ; totalitarianism ; tyranny 	
 база данных 	 database 	 computers 
 аист 	 stork 	 animal 
 биография 	 biography ; life ; life story ; life history 	 literature 
 туберкулез 	 tuberculosis ; TB ; T.B. 	 medicine 
 Санкт-Петербург 	 St. Petersburg ; Leningrad ; Peterburg ; Petrograd ; Saint Petersburg 	 city 
 телескоп 	 telescope ; scope 	 physics 
 астрофизика 	 astrophysics 	
 Вильнюс 	 Vilnius ; Vilna ; Vilno ; Wilno ; capital of Lithuania 	 capital_city 
 земляника 	 strawberry 	 fruit 
 Южная Дакота 	 South Dakota ; Coyote State ; Mount Rushmore State ; SD 	
 дуб 	 oak ; oak tree 	 botany 
 Анды 	 Andes 	
 глобализация 	 globalization ; globalisation 	 economics 
 Айова 	 Iowa ; Hawkeye State ; IA 	
 Джойс, Джеймс 	 Joyce ; James Joyce ; James Augustine Aloysius Joyce 	 person 
 аммиак 	 ammonia 	 chemistry 
 энзим ; фермент 	 enzyme 	 biology 
 компьютер 	 computer ; computing machine ; computing device ; data processor ; electronic computer ; information processing system 	 device 
 акула 	 shark 	 animal 
 Бухарест 	 Bucharest ; Bucharesti ; Bucuresti ; capital of Romania 	 capital_city 
 музей 	 museum 	 city 
 овощ 	 vegetable 	 food 
 Усама бин Ладен 	 bin Laden ; Osama bin Laden ; Usama bin Laden 	
 Средние века 	 Middle Ages ; Dark Ages 	
 роза 	 rose ; rosebush 	 plant 
 гепард 	 cheetah ; chetah ; Acinonyx jubatus 	 animal 
 пять 	 five ; 5 ; v 	 number 
 Микеланджело 	 Michelangelo ; Michelangelo Buonarroti 	 person 
 затмение 	 eclipse ; occultation 	 astronomy 
 фонетика 	 phonetics 	 linguistics 
 Дрезден 	 Dresden 	 city 
 София 	 Sofia ; Serdica ; Bulgarian capital 	 city 
 Кук, Джеймс 	 Cook ; James Cook ; Captain Cook ; Captain James Cook 	 person 
 Международный валютный фонд 	 International Monetary Fund ; IMF 	 economics 
 подсолнечник 	 sunflower ; helianthus 	 flower 
 Линней, Карл 	 Linnaeus ; Carolus Linnaeus ; Carl von Linne ; Karl Linne 	 person 
 Палау 	 Palau ; Republic of Palau ; TT 	 country 
 стычка ; бой 	 battle ; conflict ; fight ; engagement 	 action 
 бобр 	 beaver 	 animal 
 Кабул 	 Kabul ; capital of Afghanistan 	 capital_city 
 борода 	 beard ; face fungus ; whiskers 	 anatomy 
 табачок 	 tobacco ; baccy 	 health 
 якорь 	 anchor ; ground tackle 	 technology 
 бамбук 	 bamboo 	 world 
 Сеул 	 Seoul ; capital of South Korea 	 capital_city 
 сок 	 juice 	
 Идо 	 Ido 	 language 
 тело 	 body ; organic structure ; physical structure 	 anatomy 
 небоскрёб 	 skyscraper 	 building 
 Корея 	 Korea ; Korean Peninsula ; Dae-Han-Min-Gook ; Han-Gook 	
 гостиница ; отель 	 hotel 	 city 
 Смит, Адам 	 Smith ; Adam Smith 	 economics 
 борьба 	 conflict ; struggle ; battle 	 history 
 дюна 	 dune ; sand dune 	 world 
 мох 	 moss 	 world 
 Клинтон, Уильям Джефферсон 	 Clinton ; Bill Clinton ; William Jefferson Clinton ; President Clinton 	
 Род-Айленд 	 Rhode Island ; Little Rhody ; Ocean State ; RI 	
 Южная Каролина 	 South Carolina ; Palmetto State ; SC 	
 Гуам 	 Guam ; GU 	
 заяц 	 hare 	 animal 
 Кеплер, Иоганн 	 Kepler ; Johannes Kepler ; Johan Kepler 	 person 
 чародей ; колдун ; волшебник ; кудесник ; маг 	 sorcerer ; magician ; wizard ; necromancer ; thaumaturge ; thaumaturgist 	 profession 
 Западная Вирджиния 	 West Virginia ; Mountain State ; WV 	
 месяц 	 month 	 transport 
 дворец ; чертог 	 palace ; castle 	 history 
 кафедральный собор 	 cathedral 	 religion 
 ирония ; насмешка 	 sarcasm ; irony ; satire ; caustic remark 	
 партия 	 party ; political party 	 organization 
 говор ; язык ; диалект 	 dialect ; idiom ; accent 	 linguistics 
 Фома Аквинский 	 Aquinas ; Thomas Aquinas ; Saint Thomas ; St. Thomas ; Saint Thomas Aquinas ; St. Thomas Aquinas 	 person 
