 tai 	 against 	 preposition 
 taifu_ 	 typhoon 	 nature 
 kaitei 	 ladder 	 house 
 haraise 	 retaliation ; revenge 	
 naku 	 bark 	 emit 
 shurui 	 type 	 abstract 
 shu 	 species 	 nature 
 otagai 	 reciprocal ; mutual 	 linguistics 
 gake 	 cliff ; drop ; drop-off 	 world 
 yashoku 	 supper 	
 isanso_zoku 	 inheritance ; heritage 	 genetics 
 tanken 	 dagger ; sticker 	 weapon 
 tosho 	 abattoir ; butchery ; shambles ; slaughterhouse 	 agriculture 
 renraku 	 contact 	 electronics 
 yakumawari 	 character ; role ; theatrical role ; part ; persona 	 career 
 gen 	 remark ; comment ; input 	 computers 
 akiraka 	 apparent ; evident ; manifest ; patent ; plain ; unmistakable 	 logistics 
 karo_jite 	 barely ; hardly ; just ; scarcely ; scarce 	
 anrakushi 	 euthanasia ; mercy killing 	
 magomusuko 	 grandson 	 family 
 shiryo_ 	 sample 	 management 
 atsuraemuki 	 ideal 	 mathematics 
 fu_shiga 	 caricature ; imitation ; impersonation 	 literature 
 nagano 	 ageless ; aeonian ; eonian ; eternal ; everlasting ; perpetual ; unending ; unceasing 	 religion 
 rei 	 decree ; edict ; fiat ; order ; rescript 	 act 
 gi 	 matter ; affair ; thing 	 abstract 
 naichi 	 fatherland ; homeland ; motherland ; mother country ; country of origin ; native land 	 country2 
 sho_netsujigoku 	 hell ; hell on earth ; hellhole ; snake pit ; the pits ; inferno 	 part 
 kiji 	 report ; news report ; story ; account ; write up 	 logistics 
 okashii 	 amusing ; comic ; comical ; funny ; laughable ; mirthful ; risible 	 descriptive_adjectives 
 shuen 	 banquet ; feast 	 history 
 itarutokoro 	 everywhere ; everyplace ; all over 	
 zasshi 	 magazine ; mag 	 object 
 yu_gi 	 gambling ; gaming ; play 	
 hakurankai 	 exhibition ; exposition ; expo 	 accumulation 
 mo_jo_soshiki 	 network ; web 	 electronics 
 sho_hisha 	 consumer 	 ecology 
 biseibutsu 	 microbe ; bug ; germ 	 biology 
 suzumebachi 	 wasp 	 animal 
 yu_retsu 	 courage ; courageousness ; bravery ; braveness 	 character 
 gunshu_ 	 crowd 	 assemblage 
 ezu 	 illustration 	 art 
 chosha 	 generator ; source ; author 	 profession 
 shinpan'in 	 referee ; ref 	 profession 
 kinmotsu 	 taboo ; tabu 	 sex 
 keikan 	 policeman ; police officer ; officer 	 profession 
 dekimono 	 tumor ; tumour ; neoplasm 	 medicine 
 ko_fu 	 miner ; mineworker 	 profession 
 cho_ruigaku 	 ornithology 	 ornithology 
 bokushi 	 curate ; minister of religion ; minister ; parson ; pastor ; rector 	 profession 
 saboten 	 cactus 	 plant 
 ko_ 	 duke 	
 hantaisha 	 adversary ; antagonist ; opponent ; opposer ; resister 	 individual 
 kikan 	 organ 	 anatomy 
 gimu 	 duty ; responsibility ; obligation 	 accounting 
 osameru 	 study 	 verb 
 daido_myaku 	 aorta 	 anatomy 
 yu_shi 	 loan 	 accounting 
 shinkikusai 	 boring ; deadening ; dull ; ho-hum ; irksome ; slow ; tedious ; tiresome ; wearisome 	 adjective 
 kaibun 	 palindrome 	 linguistics 
 aburakkoi 	 greasy ; oily ; sebaceous ; oleaginous 	
 mama 	 sometimes 	 adverb 
 konkan 	 nucleus 	 linguistics 
 kure 	 sunset ; sundown 	 nature 
 mageru 	 bend ; flex 	 mechanical_engineering 
 sho_taku 	 marsh ; marshland ; fen ; fenland 	 nature 
 shu_ki 	 cycle ; rhythm ; round 	 mathematics 
 satsuriku 	 slaughter ; massacre ; mass murder ; carnage ; butchery 	 military 
 nenju 	 rosary ; prayer beads 	 religion 
 sagan 	 sandstone 	 geology 
 ko_seki 	 crystal 	 physics 
 gomu 	 rubber ; natural rubber ; India rubber ; gum elastic ; caoutchouc 	 mechanical_engineering 
 hinba 	 mare ; female horse 	
 ko_ 	 incense 	 chemical compound 
 hitonatsukkoi 	 affable ; amiable ; cordial ; genial 	 character 
 onshitsu 	 greenhouse ; nursery ; glasshouse 	 house 
 tsukue 	 desk 	 house 
 mokkin 	 marimba ; xylophone 	 music 
 tottekuru 	 bring ; get ; convey ; fetch 	 channel 
 doki 	 wrath ; anger ; ire ; ira 	
 koyashi 	 manure 	 agriculture 
 mawasu 	 revolve ; go around ; rotate 	 turn 
 kuchibeni 	 lipstick ; lip rouge 	
 sumi 	 corner ; nook 	 area 
 deguchi 	 exit ; issue ; outlet ; way out 	
 sato_kibi 	 sugarcane ; sugar cane ; Saccharum officinarum 	
 odoru 	 dance ; trip the light fantastic ; trip the light fantastic toe 	 verb 
 do_keyakusha 	 clown ; buffoon ; goof ; goofball ; merry andrew 	 profession 
 ireru 	 accept ; admit ; take ; take on 	 have 
 sunao 	 obedient 	 descriptive_adjectives 
 hankan 	 antipathy ; aversion ; distaste 	 mechanical_engineering 
 naru 	 sound 	 physics 
 iotosu 	 acquire ; win ; gain 	 get 
 yo_hishi 	 parchment ; sheepskin ; lambskin 	
 fumiita 	 pedal ; treadle ; foot pedal ; foot lever 	
 nankinmushi 	 bedbug ; bed bug ; chinch ; Cimex lectularius 	 animal 
 shokkaku 	 antenna ; feeler 	
 morau 	 receive ; have 	 verb 
 so_shiki 	 funeral 	
 hakushukassai 	 applause ; hand clapping ; clapping 	
 tasai 	 polygamy 	 sex 
 keizai 	 economy ; economic system 	 business 
 umeru 	 bury ; entomb ; inhume ; inter ; lay to rest 	 lay 
 rentai 	 regiment 	 military 
 sate 	 now 	 time 
 hankyu_ 	 hemisphere 	 astronomy 
 shirushi 	 sign ; mark 	 linguistics 
 chitai 	 area ; country 	 mathematics 
 taru 	 barrel ; cask 	 mechanical_engineering 
 fuyu_seibutsu 	 plankton 	 nature 
 haino_ 	 backpack ; back pack ; knapsack ; packsack ; rucksack ; haversack 	 clothes 
 gu_zo_ 	 paragon ; idol ; perfection ; beau ideal 	
 gakekuzure 	 landslide ; landslip 	 geology 
 buchimakeru 	 confess ; squeal ; fink 	
 senshitsu 	 cabin 	
 ko_ji 	 yeast ; barm 	 substance 
 nema 	 bedroom ; sleeping room ; sleeping accommodation ; chamber ; bedchamber 	 house 
 kaigi 	 meeting ; group meeting 	 assemblage 
 hoshiuranai 	 horoscope 	
 hasho_fu_ 	 tetanus ; lockjaw 	 medicine 
 kiseichu_ 	 parasite 	 nature 
 koyomi 	 almanac 	 literature 
 yu_so_ 	 heroism ; gallantry ; valor ; valour ; valorousness ; valiance ; valiancy 	 history 
 musubu 	 connect ; link ; tie ; link up 	 computers 
 mo_ke 	 preparation ; readying 	 activity 
 kessuru 	 decide ; make up one's mind ; determine 	 verb 
 gago_ 	 pseudonym ; anonym ; nom de guerre 	 linguistics 
 seijiya 	 politician ; politico ; pol ; political leader 	 profession 
 takuwae 	 store ; stock ; fund 	 transport 
 ningenteki 	 human 	 adjective 
 nibai 	 double ; doubled ; twofold ; two-fold 	
 kowai 	 awful ; dire ; direful ; dread ; dreaded ; dreadful ; fearful ; fearsome ; frightening ; horrendous ; horrific ; terrible 	
 keisen 	 meridian ; line of longitude 	 astronomy 
 egaku 	 describe ; depict ; draw 	 verb 
 menkyo 	 license ; licence ; permit 	 accounting 
 sho_reikin 	 subsidy 	 accounting 
 kondate 	 menu ; bill of fare ; card ; carte du jour ; carte 	 object 
 jo_ryu_ 	 distillation ; distillment 	 action 
 sotsugyo_sho_sho 	 diploma ; sheepskin 	 career 
 gazo_ 	 portrayal ; portraiture ; portrait 	 art 
 su_ 	 suck 	
 sensuifu 	 diver ; frogman ; underwater diver 	 animal 
 ronriteki 	 logical 	
 musha 	 warrior 	 history 
 chokusetsuteki 	 direct 	 manufacturing 
 dokukagaku 	 toxicology 	
 hyo_jo_ 	 consultation 	
 so_ko 	 storehouse ; depot ; entrepot ; storage ; store 	 transport 
 kyoju_sha 	 resident ; occupant ; occupier 	
 kyo_kan 	 criminal ; felon ; crook ; outlaw ; malefactor 	 law 
 sen'i 	 fiber ; fibre 	 material 
 kenmei 	 wisdom ; sapience 	 character 
 kokusaiteki 	 international 	 adjective 
 ju_suiso 	 deuterium ; heavy hydrogen 	 chemistry 
 zokusei 	 property ; attribute ; dimension 	 linguistics 
 netsui 	 ardor ; ardour ; elan ; zeal 	 character 
 so_ 	 layer ; bed 	 artifact 
 ron 	 argument ; argumentation ; debate 	 mathematics 
 jihaku 	 confession 	 law 
 amedama 	 candy ; confect 	 valentines_day 
 mashin 	 measles ; rubeola ; morbilli 	 disease 
 to_gen 	 tundra 	 nature 
 bengonin 	 advocate ; counsel ; counselor ; counsellor ; counselor-at-law ; pleader 	 profession 
 banmeshi 	 dinner 	 health 
 eichi 	 intelligence 	 career 
 zaimoku 	 lumber ; timber 	 construction 
 yasumi 	 vacation ; holiday 	 travelling 
 kagakusha 	 chemist 	 profession 
 gizen 	 hypocrisy 	
 haizara 	 ashtray 	
 uragiri 	 treachery ; betrayal ; treason ; perfidy 	 law 
 monosashi 	 rule ; ruler 	 measure 
 yaritoosu 	 achieve ; accomplish ; attain ; reach 	 verb 
 chu_sho_teki 	 abstract 	 art 
 e 	 sketch ; study 	 art 
 kakera 	 shard ; sherd ; fragment 	 geology 
 okonai 	 action 	 mathematics 
 yutaka 	 abundant 	 descriptive_adjectives 
 kenmei 	 wisdom 	 character 
 to_nyo_byo_ 	 diabetes 	 medicine 
 ekigaku 	 epidemiology 	
 bonsai 	 bonsai 	 tree 
 sendo 	 death ; dying ; demise 	 end 
 kura 	 warehouse ; storage warehouse 	 transport 
 ayatsuriningyo_ 	 puppet ; marionette 	 figure 
 obutsu 	 dirt ; filth ; grime ; soil ; stain ; grease ; grunge 	
 shikin 	 capital ; working capital 	 business 
 jo_rei 	 regulation ; ordinance 	 economics 
 saisekijo_ 	 pit ; quarry ; stone pit 	 geology 
 heikin 	 average ; norm 	 mathematics 
 satchixyuuzai 	 pesticide 	 agriculture 
 kamu 	 chew ; masticate ; manducate ; jaw 	
 hidzume 	 hoof 	
 menkainin 	 visitor ; visitant 	
 meimo_ 	 magic trick ; conjuring trick ; trick ; magic ; legerdemain ; conjuration ; thaumaturgy ; illusion ; deception 	
 isamashii 	 valiant ; valorous 	 descriptive_adjectives 
 fuanshin 	 apprehension ; apprehensiveness ; dread 	
 riso_ 	 ideal ; paragon ; nonpareil ; saint ; apotheosis ; nonesuch ; nonsuch 	 mathematics 
 dokusha 	 reader 	 profession 
 ho_ho_ron 	 methodology 	 management 
 urushi 	 varnish 	 construction 
 shimi 	 smudge ; spot ; blot ; daub ; smear ; smirch ; slur 	
 do_chi 	 equality ; equivalence ; equation ; par 	 position 
 horaana 	 grotto ; grot 	
 kangoshi 	 nurse 	 profession 
 tsukuru 	 manufacture ; fabricate ; construct 	 make 
 shinjitsu 	 world ; reality 	
 sahai 	 agency 	 finance 
 shikagaku 	 dentistry ; dental medicine ; odontology 	
 menzai 	 forgiveness ; pardon 	 religion 
 shisetsu 	 institution ; establishment 	 society 
 no_fu 	 peasant ; provincial ; bucolic 	 history 
 nenchakuzai 	 adhesive material ; adhesive agent ; adhesive 	 material 
 yakkan 	 article ; clause 	 linguistics 
 hachinosu 	 beehive ; hive 	 world 
 yake 	 despair ; desperation 	 condition 
 tsunbo 	 deafness ; hearing loss 	
 kudakeru 	 break 	 verb 
 yamagara 	 titmouse ; tit 	 animal 
 o_cho_ 	 dynasty 	
 iyasu 	 bring around ; cure ; heal 	 health 
 to_gijo_ 	 arena 	 area 
 ju_i 	 veterinarian ; veterinary ; veterinary surgeon ; vet 	 profession 
 reiyo_ 	 antelope 	 animal 
 nukarumi 	 sludge ; slime ; goo ; goop ; gook ; guck ; gunk ; muck ; ooze 	 ecology 
 mikomi 	 hope 	 religion 
 omoshiroi 	 interesting 	 adjective 
 yachin 	 rent 	 accounting 
 hitode 	 starfish ; sea star 	 animal 
 yoritsuki 	 anteroom ; antechamber ; entrance hall ; hall ; foyer ; lobby ; vestibule 	 house 
 yowai 	 sensitive ; sore ; raw ; tender 	 character 
 fusegu 	 protect 	 fitness 
 yu_ko_teki 	 friendly 	 adjective 
 yushutsu 	 export ; exportation 	 transport 
 hikinzoku 	 nonmetal 	 chemical element 
 daimoku 	 heading ; header ; head 	 computers 
 kisai 	 genius ; mastermind ; brain ; brainiac ; Einstein 	
 amai 	 indulgent ; lenient ; soft 	 character 
 raibyo_ 	 leprosy ; Hansen's disease 	 medicine 
 futa 	 cap 	 clothes 
 reppu_ 	 gale 	 weather 
 satosu 	 warn 	
 senseikunshu 	 tyrant ; autocrat ; despot 	 military 
 nen'eki 	 mucus ; mucous secretion 	 medicine 
 rakkanron 	 optimism 	 character 
 jichiken 	 autonomy ; liberty 	 law 
 asobiba 	 playground 	 travelling 
 awaseru 	 unite ; unify ; merge 	 alter 
 nushi 	 overlord ; master ; lord 	 profession 
 kakko_ 	 cuckoo 	 animal 
 setsubiji 	 suffix ; postfix 	 linguistics 
 santan 	 atrocious ; frightful ; horrifying ; horrible ; ugly 	
 yo_chien 	 kindergarten 	
 shishutsu 	 outgo ; spending ; expenditure ; outlay 	 manufacturing 
 ransaibo_ 	 ovum ; egg cell 	 biology 
 jukan 	 trunk ; tree trunk ; bole 	 biology 
 kukaku 	 compartment 	 room 
 sosei 	 resurrection 	
 fukusha 	 radiation 	 physics 
 jogairei 	 exception 	 real_estate 
 airashii 	 adorable ; endearing ; lovely 	 character 
 shireikan 	 commanding officer ; commandant ; commander 	 military 
 tsuiseki 	 pursuit ; chase ; pursual ; following 	 motion 
 kaitakusha 	 pioneer 	
 ko_jo_ 	 siege ; besieging ; beleaguering ; military blockade 	 military 
 gareki 	 debris ; dust ; junk ; rubble ; detritus 	
 keika 	 progress ; progression ; advance 	 manufacturing 
 shashinshi 	 photographer ; lensman 	 profession 
 kyohi 	 veto 	 law 
 sho_ 	 chapter 	 linguistics 
 fushi 	 joint ; articulation ; articulatio 	 anatomy 
 dokoka 	 somewhere ; someplace 	
 danwa 	 conversation 	 management 
 furui 	 ancient 	
 onkei 	 grace ; good will ; goodwill 	 character 
 gedokuzai 	 antidote ; counterpoison 	 medicine 
 tomo 	 buddy ; brother ; chum ; crony ; pal ; sidekick 	
 furui 	 sieve ; screen 	 device 
 akkan 	 rogue ; knave ; rascal ; rapscallion ; scalawag ; scallywag ; varlet 	 police 
 yasuri 	 file 	 object 
 goi 	 vocabulary ; lexicon ; mental lexicon 	 linguistics 
 kagayaku 	 shine ; beam 	
 tenarashi 	 practice 	 art 
 chogen 	 foreword ; preface ; prolusion 	 literature 
 shinno 	 real ; existent 	 adjective 
 ryoko_ 	 trip 	 transport 
 jo_kei 	 sight 	
 hyo_ronka 	 critic 	 profession 
 yuitsu 	 lone ; lonesome ; only ; sole ; solitary 	 descriptive_adjectives 
 kanchi 	 percept ; perception ; perceptual experience 	 economics 
 toshokan'in 	 librarian ; bibliothec 	 profession 
 obutsu 	 garbage ; refuse ; food waste ; scraps 	
 iyashii 	 avaricious ; covetous ; grabby ; grasping ; greedy ; prehensile 	 descriptive_adjectives 
 jisankin 	 dowry ; dowery ; dower ; portion 	
 kihan 	 norm 	 mathematics 
 tatsujin 	 maestro ; master 	 profession 
 ho_butsusen 	 parabola 	 mathematics 
 uru 	 betray ; sell 	
 ryakugo_ 	 code ; computer code 	 mathematics 
 teishu 	 host 	 ecology 
 ensui 	 cone ; conoid ; cone shape 	 mechanical_engineering 
 kakugo 	 resolution ; declaration ; resolve 	 marketing 
 heiko_shihenkei 	 parallelogram 	 geometry 
 shimetta 	 damp ; dampish ; moist 	
 abiru 	 bathe ; bath 	
 zanteiteki 	 probationary ; provisional ; provisionary ; tentative 	
 sori 	 sled ; sledge ; sleigh 	 transport 
 hika 	 elegy ; lament 	 music 
 enjukushita 	 ripe ; mature 	
 shicho_sha 	 spectator ; witness ; viewer ; watcher ; looker 	 racing 
 keibu 	 contempt ; disdain ; scorn ; despite 	 law 
 seisakusha 	 manufacturer ; producer 	 profession 
 horo_ 	 gallery ; art gallery ; picture gallery 	 city 
 kashi 	 blemish ; defect ; mar 	 mechanical_engineering 
 oten 	 stain ; discoloration ; discolouration 	
 eimei 	 glory ; glorification 	 history 
 asewokaku 	 sweat ; sudate ; perspire 	 pass 
 cho_ko_ 	 symptom 	
 himanshita 	 corpulent ; obese ; weighty ; rotund 	
 kuchiwotsukeru 	 sample ; try ; try out ; taste 	 have 
 kasuibunkai 	 hydrolysis 	 chemistry 
 kumi 	 set ; circle ; band ; lot 	 accounting 
 hiroba 	 plaza ; place ; piazza 	
 shijiyaku 	 indicator 	 device 
 karakuri 	 mechanism 	 device 
 juyo_ 	 demand 	 business 
 hayai 	 fleet ; swift 	
 keikoku 	 ravine 	 world 
 shitagau 	 follow 	 verb 
 butsurigakusha 	 physicist 	 profession 
 benshi 	 orator ; speechmaker ; rhetorician ; public speaker ; speechifier 	 profession 
 sekkyokuteki 	 positive 	 linguistics 
 rodai 	 balcony 	 structure 
 sho_su_ 	 minority 	 figure 
 chitai 	 zone 	 nature 
 kogu 	 row 	
 munashii 	 empty 	
 shajiku 	 axle 	 transport 
 dokuso_teki 	 original 	 adjective 
 hahen 	 splinter ; sliver 	 mechanical_engineering 
 gisei 	 sacrifice 	 religion 
 teikoku 	 empire ; imperium 	 history 
 kato 	 tadpole ; polliwog ; pollywog 	 animal 
 suji 	 lineage ; line ; line of descent ; descent ; bloodline ; blood line ; blood ; pedigree ; ancestry ; origin ; parentage ; stemma ; stock 	 anatomy 
 aijin 	 lover 	 individual 
 monku 	 idiom ; idiomatic expression ; phrasal idiom ; set phrase ; phrase 	 linguistics 
 rikkyo_ 	 viaduct 	
 senjo_ki 	 syringe 	 device 
 mokuroku 	 catalog ; catalogue 	 business 
 tsukemawasu 	 pursue ; follow 	 go 
 soroi 	 suit ; suit of clothes 	 clothes 
 tomaru 	 stay ; remain ; rest 	 verb 
 katamari 	 bunch ; clump ; cluster ; clustering 	 mechanical_engineering 
 hyo_hon 	 specimen 	 chemistry 
 shibo_ 	 grease ; lubricating oil 	 automobiles 
 kaikyu_ 	 grade ; level ; tier 	 manufacturing 
 keikai 	 warning 	
 konwabutsu 	 mixture 	 chemistry 
 shokushi 	 index ; index finger ; forefinger 	 anatomy 
 hometataeru 	 praise 	 career 
 sasoi 	 invitation 	 travelling 
 atsui 	 hot 	 adjective 
 kakusu 	 hide ; conceal 	
 fukugo_baitai 	 multimedia ; multimedia system 	 computers 
 seigyoku 	 sapphire 	 jewelry 
 kaikeigaku 	 accountancy ; accounting 	 accounting 
 korosu 	 kill 	 verb 
 hanashiai 	 conference 	 communication 
 kansokusha 	 perceiver ; percipient ; observer ; beholder 	 individual 
 sho_san 	 praise ; congratulations ; kudos ; extolment 	 career 
 yakushoku 	 post ; station 	 military 
 kagaku 	 sum ; amount ; total 	 mathematics 
 koorogi 	 cricket 	 animal 
 nikuya 	 butcher ; meatman 	 profession 
 cho_sho 	 deservingness ; merit ; meritoriousness 	
 roji 	 alley ; alleyway ; back street 	 real_estate 
 ko_kyu_ 	 harem ; hareem ; seraglio ; serail 	
 kenson 	 humility ; humbleness 	 character 
 kuru 	 arrive ; make it ; get in ; go far 	 verb 
 maiso_ 	 burial ; entombment ; inhumation ; interment ; sepulture 	
 butaniku 	 pork ; porc 	 meat 
 suzumebachi 	 hornet 	 animal 
 fuhyo_ 	 buoy 	
 jisetsu 	 juncture ; occasion 	 natural event 
 roten 	 booth ; cubicle ; stall ; kiosk 	 business 
 onkyu_ 	 pension 	 accounting 
 seishin'igakusha 	 psychiatrist ; head-shrinker ; shrink 	 profession 
 wakimaeru 	 spot ; recognize ; recognise ; distinguish ; discern ; pick out ; make out ; tell apart 	
 jiku 	 axis 	 mathematics 
 jihatsuteki 	 voluntary 	
 massugu 	 honest ; honorable 	 character 
 enzetsuka 	 speaker ; talker ; utterer ; verbalizer ; verbaliser 	
 kaikeikan 	 accountant ; comptroller ; controller 	 profession 
 kishu 	 horseman ; equestrian ; horseback rider 	
 suji 	 tendon ; sinew 	 anatomy 
 bamen 	 scene 	 area 
 nankotsu 	 cartilage ; gristle 	 anatomy 
 tsuiroku 	 addendum ; supplement ; postscript 	
 kokoroyoi 	 agreeable 	
 konrinzai 	 never 	 adverb 
 so_go_ 	 synthesis ; synthetic thinking 	
 nyu_to_ 	 lactose ; milk sugar 	 chemistry 
 zaika 	 misdemeanor ; misdemeanour ; infraction ; violation ; infringement 	 law 
 shasho_ 	 abstraction ; abstract 	
 yo_shiengumi 	 adoption 	 law 
 funben 	 fecal matter ; faecal matter ; feces ; faeces ; BM ; stool ; ordure ; dejection 	 medicine 
 odosu 	 endanger ; jeopardize ; jeopardise ; menace ; threaten ; imperil ; peril 	 be 
 ishindenshin 	 telepathy ; thought transference 	
 ika 	 below ; at a lower place ; to a lower place ; beneath 	
 jussaku 	 ruse ; artifice 	
 sho_kyokuteki 	 passive ; inactive 	 linguistics 
 kachiku 	 livestock ; stock ; farm animal 	 manufacturing 
 gyo_retsu 	 procession 	 accumulation 
 arai 	 coarse ; harsh 	
 inshi 	 factor 	 mathematics 
 kahansu_ 	 majority ; bulk 	 abstract 
 kuno_ 	 distress ; hurt ; suffering 	
 urushi 	 lacquer 	 construction 
 yunyu_ 	 import ; importation 	 economics 
