 対 [たい] 	 against 	 preposition 
 ビル・ゲイツ 	 Gates ; Bill Gates ; William Henry Gates 	
 アフリカーンス語 	 Afrikaans ; Taal ; South African Dutch 	 language 
 ケイ素 	 silicon ; Si ; atomic number 14 	 chemical element 
 カトリック 	 Roman Catholic ; Western Church ; Roman Catholic Church ; Church of Rome ; Roman Church 	
 HTML 	 hypertext markup language ; hypertext mark-up language ; HTML 	 computers 
 トウモロコシ 	 corn ; maize ; Indian corn ; Zea mays 	 cereal 
 アルコール 	 alcohol 	 chemistry 
 ブダペスト 	 Budapest ; Hungarian capital ; capital of Hungary 	 capital_city 
 プラム 	 plum 	 fruit 
 津波 	 tsunami 	 nature 
 オリンピック 	 Olympic Games ; Olympics ; Olympiad 	
 鸚鵡 [おうむ] 	 parrot 	 animal 
 銀河 	 galaxy ; extragalactic nebula 	 accumulation 
 シチリア州 	 Sicily ; Sicilia 	
 カタルーニャ州 	 Catalonia 	
 世紀 	 century 	 time 
 アルゴン 	 argon ; Ar ; atomic number 18 	 chemical element 
 フィンセント・ファン・ゴッホ 	 van Gogh ; Vincent van Gogh ; Gogh 	 person 
 社会主義 	 socialism ; socialist economy 	
 キリル文字 	 Cyrillic alphabet ; Cyrillic 	
 アルキメデス 	 Archimedes 	 mathematics 
 黒海 	 Black Sea ; Euxine Sea 	
 ロバ 	 domestic ass ; donkey ; Equus asinus 	 animal 
 ウィンストン・チャーチル 	 Churchill ; Winston Churchill ; Winston S. Churchill ; Sir Winston Leonard Spenser Churchill 	 person 
 ペニス 	 penis ; phallus ; member 	 anatomy 
 鏡 	 mirror 	 house 
 ジャン＝ジャック・ルソー 	 Rousseau ; Jean-Jacques Rousseau 	 person 
 病気 	 illness ; unwellness ; malady ; sickness 	 biology 
 合金 	 alloy ; metal 	 chemistry 
 神 	 God ; Supreme Being 	
 バーモント州 	 Vermont ; Green Mountain State ; VT 	
 君主制 	 monarchy 	
 ビタミン 	 vitamin 	 biology 
 ワイオミング州 	 Wyoming ; Equality State ; WY 	
 ドラム 	 drum ; membranophone ; tympan 	 music 
 万里の長城 	 Chinese Wall ; Great Wall ; Great Wall of China 	
 占星術 	 astrology ; star divination 	
 サハラ砂漠 	 Sahara ; Sahara Desert 	
 グレナダ 	 Grenada 	 state 
 光合成 [こうごうせい] 	 photosynthesis 	 biology 
 ベリリウム 	 beryllium ; Be ; glucinium ; atomic number 4 	 chemistry 
 エベレスト 	 Everest ; Mount Everest ; Mt. Everest 	
 玉ねぎ 	 onion ; onion plant ; Allium cepa 	 food 
 ムハンマド・イブン＝アブドゥッラーフ 	 Mohammed ; Mohammad ; Muhammad ; Mahomet ; Mahound 	
 技芸 [ぎげい] 	 humanistic discipline ; humanities ; liberal arts ; arts 	 art 
 ドナウ川 	 Danube ; Danube River ; Danau 	
 マグネシウム 	 magnesium ; Mg ; atomic number 12 	 chemistry 
 アルプス山脈 	 Alps ; the Alps 	
 元素 	 chemical element ; element 	 material 
 中性子 	 neutron 	 physics 
 ヒマラヤ山脈 	 Himalayas ; Himalaya Mountains ; Himalaya 	
 サッダーム・フセイン 	 Hussein ; Husain ; Husayn ; Saddam Hussein ; Saddam ; Saddam bin Hussein at-Takriti 	
 イオン 	 ion 	 physics 
 半島 	 peninsula 	 nature 
 小惑星 [しょうわくせい] 	 asteroid 	 astronomy 
 群島 	 archipelago 	 nature 
 ネバダ州 	 Nevada ; Silver State ; Battle Born State ; Sagebrush State ; NV 	
 警察 	 police ; police force ; constabulary ; law 	 society 
 しらみ 	 louse ; sucking louse 	 animal 
 宇宙飛行士 	 astronaut ; spaceman ; cosmonaut 	 profession 
 インフレーション 	 inflation ; rising prices 	 business 
 七面鳥 	 turkey ; Meleagris gallopavo 	 animal 
 竜 	 dragon ; firedrake 	 mythology 
 ドル 	 dollar 	 monetary unit 
 トーマス・エジソン 	 Edison ; Thomas Edison ; Thomas Alva Edison 	 person 
 国際単位系 	 Systeme International d'Unites ; Systeme International ; SI system ; SI ; SI unit ; International System of Units ; International System 	
 カドミウム 	 cadmium ; Cd ; atomic number 48 	 chemistry 
 カナリア諸島 	 Canary Islands ; Canaries 	
 ナトリウム 	 sodium ; Na ; atomic number 11 	 chemistry 
 Google 	 Google 	 computers 
 沼気 [しょうき] 	 methane 	 nature 
 梟 [ふくろう] 	 owl ; bird of Minerva ; bird of night ; hooter 	 animal 
 ブラウザ 	 browser ; web browser 	 computers 
 処刑 	 execution ; executing ; capital punishment ; death penalty 	
 エッフェル塔 	 Eiffel Tower 	
 コペンハーゲン 	 Copenhagen ; Kobenhavn ; Danish capital 	 city 
 航空機 	 aircraft 	 transport 
 カンザス州 	 Kansas ; Sunflower State ; KS 	
 ミラノ 	 Milan ; Milano 	
 ミシガン州 	 Michigan ; Wolverine State ; Great Lakes State ; MI 	
 牛 	 cattle ; cows ; kine ; oxen ; Bos taurus 	 animal 
 ボルト 	 volt ; V 	 physics 
 ギリシア神話 	 Greek mythology 	
 姓 	 surname ; family name ; cognomen ; last name 	 family 
 道具 	 tool 	 construction 
 リオデジャネイロ市 	 Rio de Janeiro ; Rio 	 city 
 赤道 	 equator 	 astronomy 
 自然数 	 natural number 	 mathematics 
 吸血鬼 	 vampire ; lamia 	 mythology 
 電子メール 	 electronic mail ; e-mail ; email 	 computers 
 憲法 	 fundamental law ; organic law ; constitution 	
 胸 	 breast ; bosom ; knocker ; boob ; tit ; titty 	 anatomy 
 中国 	 China ; People's Republic of China ; mainland China ; Communist China ; Red China ; PRC ; Cathay 	 country 
 ナイチンゲール 	 nightingale ; Luscinia megarhynchos 	 animal 
 世界の七不思議 	 Seven Wonders of the Ancient World ; Seven Wonders of the World 	
 ニューメキシコ州 	 New Mexico ; Land of Enchantment ; NM 	
 ユタ州 	 Utah ; Beehive State ; Mormon State ; UT 	 state 
 激甚 [げきじん] 	 violence ; force 	 history 
 健康状態 	 health ; wellness 	 medicine 
 ヒ素 	 arsenic ; As ; atomic number 33 	 chemical element 
 洪水 	 flood ; inundation ; deluge ; alluvion 	 nature 
 回教寺院 	 mosque 	 architecture 
 ブラックホール 	 black hole 	 physics 
 椅子 	 chair 	 house 
 ニュージャージー州 	 New Jersey ; Jersey ; Garden State ; NJ 	
 失業 	 unemployment 	 economics 
 アイダホ州 	 Idaho ; Gem State ; ID 	
 オクラホマ州 	 Oklahoma ; Sooner State ; OK 	
 癌 	 cancer ; malignant neoplastic disease 	 medicine 
 カンガルー 	 kangaroo 	 animal 
 カレンダー 	 calendar 	 manufacturing 
 ミネソタ州 	 Minnesota ; Gopher State ; North Star State ; MN 	
 ノーム・チョムスキー 	 Chomsky ; Noam Chomsky ; A. Noam Chomsky 	
 洞窟 	 cave 	 world 
 光年 	 light year ; light-year 	 astronomy 
 タリン 	 Tallinn ; Tallin ; capital of Estonia 	 capital_city 
 生命 	 life 	 nature 
 ヒポクラテス 	 Hippocrates 	
 北アイルランド 	 Northern Ireland 	
 竜巻 	 tornado ; twister 	 nature 
 ムンバイ 	 Mumbai ; Bombay 	 city 
 タージ・マハル 	 Taj Mahal 	
 モンタナ州 	 Montana ; Treasure State ; MT 	
 サンフランシスコ 	 San Francisco 	
 コネチカット州 	 Connecticut ; Nutmeg State ; Constitution State ; CT 	
 教師 	 teacher ; instructor 	 profession 
 ヤーセル・アラファート 	 Arafat ; Yasser Arafat 	 person 
 メリーランド州 	 Maryland ; Old Line State ; Free State ; MD 	
 冷戦 	 Cold War 	
 熱力学 [ねつりきがく] 	 thermodynamics 	 physics 
 ゼウス 	 Zeus 	 mythology 
 アマゾン川 	 Amazon ; Amazon River 	
 三角法 [さんかくほう] 	 trigonometry ; trig 	 mathematics 
 アテーナー 	 Athena ; Athene ; Pallas ; Pallas Athena ; Pallas Athene 	 mythology 
 ジブラルタル 	 Gibraltar ; Rock of Gibraltar ; Calpe 	
 1000000 	 million ; 1000000 ; one thousand thousand ; meg 	 number 
 光学 [こうがく] 	 optics 	 physics 
 トンガ 	 Tonga ; Kingdom of Tonga ; Friendly Islands 	
 星座 	 constellation 	 astronomy 
 すずめ 	 sparrow ; true sparrow 	 animal 
 Web 	 World Wide Web ; WWW ; web 	 computers 
 ニューハンプシャー州 	 New Hampshire ; Granite State ; NH 	
 アルベール・カミュ 	 Camus ; Albert Camus 	 person 
 日記 	 diary ; journal 	 accounting 
 卵形 	 ellipse ; oval 	 art 
 ガソリン 	 gasoline ; gasolene ; gas ; petrol 	 chemistry 
 ダンテ・アリギエーリ 	 Dante ; Dante Alighieri 	 person 
 ジョージ・オーウェル 	 Orwell ; George Orwell ; Eric Blair ; Eric Arthur Blair 	 person 
 ルネサンス 	 Renaissance ; Renascence 	
 影 	 shadow 	 art 
 ソクラテス 	 Socrates 	
 物質 	 matter 	 material 
 微生物学 [びせいぶつがく] 	 microbiology 	 biology 
 鵞鳥 [がちょう] 	 goose 	 animal 
 セルビア 	 Serbia ; Srbija 	
 羅針盤 	 compass 	 physics 
 方程式 	 equation 	 mathematics 
 ジャカルタ 	 Jakarta ; Djakarta ; capital of Indonesia 	 capital_city 
 トリノ 	 Turin ; Torino 	 city 
 黄瓜 [きゅうり] 	 cucumber ; cuke 	 food 
 議会 	 parliament 	
 おの 	 ax ; axe 	 object 
 デラウェア州 	 Delaware ; Diamond State ; First State ; DE 	
 豆 	 bean ; edible bean 	 food 
 ヨハネス・グーテンベルク 	 Gutenberg ; Johann Gutenberg ; Johannes Gutenberg 	 person 
 蚊 	 mosquito 	 animal 
 バージニア州 	 Virginia ; Old Dominion ; Old Dominion State ; VA 	
 王 	 king ; male monarch ; Rex 	 society 
 セレン 	 selenium ; Se ; atomic number 34 	 chemical element 
 ハイエナ 	 hyena ; hyaena 	 animal 
 世帯 	 family ; household ; house ; home ; menage 	 family 
 同位元素 [どういげんそ] 	 isotope 	 physics 
 首都 	 capital 	 society 
 人口 	 population 	 society 
 臭素 	 bromine ; Br ; atomic number 35 	 chemical element 
 アルバ 	 Aruba 	
 コンピュータ サイエンス 	 computer science ; computing 	
 ハンブルク 	 Hamburg 	 city 
 夕方 	 evening ; eve ; even ; eventide 	 time 
 藻類 	 alga ; algae 	
 プエルトリコ 	 Puerto Rico ; Porto Rico ; Commonwealth of Puerto Rico ; PR 	 country 
 アメリカ航空宇宙局 	 National Aeronautics and Space Administration ; NASA 	
 アプロディーテー 	 Aphrodite ; Cytherea 	
 エルヴィス・プレスリー 	 Presley ; Elvis Presley ; Elvis Aron Presley 	 person 
 マニラ 	 Manila ; capital of the Philippines 	 capital_city 
 バルカン半島 	 Balkan Peninsula ; Balkans 	
 ファッション 	 fashion 	 fashion 
 縄 [なわ] 	 rope 	 transport 
 サモア 	 Samoa ; Independent State of Samoa ; Western Samoa ; Samoa i Sisifo 	 country 
 通貨 	 currency 	 transport 
 子羊 	 lamb 	 meat 
 ウラン 	 uranium ; U ; atomic number 92 	 chemistry 
 ドイツ民主共和国 	 East Germany ; German Democratic Republic 	
 ライプツィヒ 	 Leipzig 	 city 
 ラジウム 	 radium ; Ra ; atomic number 88 	 chemistry 
 ブラチスラヴァ 	 Bratislava ; capital of Slovakia ; Pressburg ; Pozsony 	 capital_city 
 シュトゥットガルト 	 Stuttgart 	 city 
 エディンバラ 	 Edinburgh 	
 レオンハルト・オイラー 	 Euler ; Leonhard Euler 	 mathematics 
 食べる 	 eat 	 verb 
 西サハラ 	 Western Sahara ; Spanish Sahara 	
 フェロー諸島 	 Faroe Islands ; Faeroe Islands ; Faroes ; Faeroes 	
 上海 	 Shanghai 	 city 
 形容詞 	 adjective 	 linguistics 
 マルセイユ 	 Marseille ; Marseilles 	 city 
 ハーグ 	 The Hague ; 's Gravenhage ; Den Haag 	
 オットー・フォン・ビスマルク 	 Bismarck ; von Bismarck ; Otto von Bismarck ; Prince Otto von Bismarck ; Prince Otto Eduard Leopold von Bismarck ; Iron Chancellor 	 person 
 豹 [ひょう] 	 leopard ; Panthera pardus 	 animal 
 ユーラシア大陸 	 Eurasia 	
 オペラ 	 opera ; opera house 	 music 
 密度 	 density ; denseness 	 physics 
 カリブ海 	 Caribbean ; Caribbean Sea 	
 ミハイル・ゴルバチョフ 	 Gorbachev ; Mikhail Gorbachev ; Mikhail Sergeyevich Gorbachev 	
 遺伝子 	 gene ; cistron ; factor 	 anatomy 
 大麦 	 barley ; barleycorn 	 cereal 
 ロナルド・レーガン 	 Reagan ; Ronald Reagan ; Ronald Wilson Reagan ; President Reagan 	 person 
 カスピ海 	 Caspian ; Caspian Sea 	
 ブレーズ・パスカル 	 Pascal ; Blaise Pascal 	 mathematics 
 年齢 	 age 	 time 
 チタン 	 titanium ; Ti ; atomic number 22 	 chemistry 
 テヘラン 	 Teheran ; Tehran ; capital of Iran ; Iranian capital 	 capital_city 
 霧 	 fog ; fogginess ; murk ; murkiness 	 nature 
 蜥蜴 [とかげ] 	 lizard 	 animal 
 リヒャルト・ワーグナー 	 Wagner ; Richard Wagner ; Wilhelm Richard Wagner 	 person 
 毛沢東 	 Mao ; Mao Zedong ; Mao Tsetung 	 person 
 象牙 [ぞうげ] 	 ivory ; tusk 	 substance 
 独立 	 independence ; independency 	 finance 
 テント 	 tent ; collapsible shelter 	 travelling 
 安全 	 security 	 transport 
 独裁 	 dictatorship ; absolutism ; authoritarianism ; Caesarism ; despotism ; monocracy ; one-man rule ; shogunate ; Stalinism ; totalitarianism ; tyranny 	
 データベース 	 database 	 computers 
 コウノトリ科 	 stork 	 animal 
 伝記 	 biography ; life ; life story ; life history 	 literature 
 結核 	 tuberculosis ; TB ; T.B. 	 medicine 
 サンクトペテルブルク 	 St. Petersburg ; Leningrad ; Peterburg ; Petrograd ; Saint Petersburg 	 city 
 望遠鏡 	 telescope ; scope 	 physics 
 天体物理学 	 astrophysics 	
 ビリニュス 	 Vilnius ; Vilna ; Vilno ; Wilno ; capital of Lithuania 	 capital_city 
 苺 [いちご] 	 strawberry 	 fruit 
 サウスダコタ州 	 South Dakota ; Coyote State ; Mount Rushmore State ; SD 	
 柏 [かしわ] 	 oak ; oak tree 	 botany 
 アンデス山脈 	 Andes 	
 グローバリゼーション 	 globalization ; globalisation 	 economics 
 アイオワ州 	 Iowa ; Hawkeye State ; IA 	
 ジェイムズ・ジョイス 	 Joyce ; James Joyce ; James Augustine Aloysius Joyce 	 person 
 アンモニア 	 ammonia 	 chemistry 
 酵素 [こうそ] 	 enzyme 	 biology 
 コンピュータ 	 computer ; computing machine ; computing device ; data processor ; electronic computer ; information processing system 	 device 
 鰐鮫 [わにざめ] 	 shark 	 animal 
 ブカレスト 	 Bucharest ; Bucharesti ; Bucuresti ; capital of Romania 	 capital_city 
 博物館 	 museum 	 city 
 野菜 	 vegetable 	 food 
 ウサーマ・ビン＝ラーディン 	 bin Laden ; Osama bin Laden ; Usama bin Laden 	
 中世ヨーロッパ 	 Middle Ages ; Dark Ages 	
 薔薇 [しょうび] 	 rose ; rosebush 	 plant 
 チーター 	 cheetah ; chetah ; Acinonyx jubatus 	 animal 
 ミケランジェロ・ブオナローティ 	 Michelangelo ; Michelangelo Buonarroti 	 person 
 食 	 eclipse ; occultation 	 astronomy 
 音韻学 [おんいんがく] 	 phonetics 	 linguistics 
 ドレスデン 	 Dresden 	 city 
 ソフィア 	 Sofia ; Serdica ; Bulgarian capital 	 city 
 ジェームズ・クック 	 Cook ; James Cook ; Captain Cook ; Captain James Cook 	 person 
 国際通貨基金 	 International Monetary Fund ; IMF 	 economics 
 ひまわり 	 sunflower ; helianthus 	 flower 
 カール・フォン・リンネ 	 Linnaeus ; Carolus Linnaeus ; Carl von Linne ; Karl Linne 	 person 
 パラオ 	 Palau ; Republic of Palau ; TT 	 country 
 戦い 	 battle ; conflict ; fight ; engagement 	 action 
 ビーバー 	 beaver 	 animal 
 カーブル 	 Kabul ; capital of Afghanistan 	 capital_city 
 鬚 [ひげ] 	 beard ; face fungus ; whiskers 	 anatomy 
 タバコ 	 tobacco ; baccy 	 health 
 錨 [いかり] 	 anchor ; ground tackle 	 technology 
 竹 	 bamboo 	 world 
 ソウル特別市 	 Seoul ; capital of South Korea 	 capital_city 
 ジュース 	 juice 	
 イド語 	 Ido 	 language 
 固体 	 body ; organic structure ; physical structure 	 anatomy 
 摩天楼 [まてんろう] 	 skyscraper 	 building 
 朝鮮 	 Korea ; Korean Peninsula ; Dae-Han-Min-Gook ; Han-Gook 	
 ホテル 	 hotel 	 city 
 アダム・スミス 	 Smith ; Adam Smith 	 economics 
 戦い 	 conflict ; struggle ; battle 	 history 
 砂丘 	 dune ; sand dune 	 world 
 蘚苔 [せんたい] 	 moss 	 world 
 ビル・クリントン 	 Clinton ; Bill Clinton ; William Jefferson Clinton ; President Clinton 	
 ロードアイランド州 	 Rhode Island ; Little Rhody ; Ocean State ; RI 	
 サウスカロライナ州 	 South Carolina ; Palmetto State ; SC 	
 グアム 	 Guam ; GU 	
 兎 [うさぎ] 	 hare 	 animal 
 ヨハネス・ケプラー 	 Kepler ; Johannes Kepler ; Johan Kepler 	 person 
 魔術師 	 sorcerer ; magician ; wizard ; necromancer ; thaumaturge ; thaumaturgist 	 profession 
 ウェストバージニア州 	 West Virginia ; Mountain State ; WV 	
 月 	 month 	 transport 
 宮殿 	 palace ; castle 	 history 
 大聖堂 	 cathedral 	 religion 
 皮肉 	 sarcasm ; irony ; satire ; caustic remark 	
 党 	 party ; political party 	 organization 
 方言 	 dialect ; idiom ; accent 	 linguistics 
 トマス・アクィナス 	 Aquinas ; Thomas Aquinas ; Saint Thomas ; St. Thomas ; Saint Thomas Aquinas ; St. Thomas Aquinas 	 person 
 頂戴物 [ちょうだいもの] 	 gift 	
 メイン州 	 Maine ; Pine Tree State ; ME 	
 トーマス・ジェファーソン 	 Jefferson ; Thomas Jefferson ; President Jefferson 	 person 
 ケンタッキー州 	 Kentucky ; Bluegrass State ; KY 	
 ジュネーヴ 	 Geneva ; Geneve ; Genf 	
 フョードル・ドストエフスキー 	 Dostoyevsky ; Dostoevski ; Dostoevsky ; Feodor Dostoyevsky ; Fyodor Dostoyevsky ; Feodor Dostoevski ; Fyodor Dostoevski ; Feodor Dostoevsky ; Fyodor Dostoevsky ; Feodor Mikhailovich Dostoyevsky ; Fyodor Mikhailovich Dostoyevsky ; Feodor Mikhailovich Dost	 person 
 キエフ 	 Kyyiv ; Kiev ; capital of the Ukraine 	 capital_city 
 標準時 	 time zone 	
 UNIX 	 UNIX ; UNIX system ; UNIX operating system 	
